# Shekyl cryptographic domain-separation registry (SA-3b) — SINGLE SOURCE.
#
# Every production domain-separation byte-string in the Rust workspace, grouped
# by the ONE keyed/hashing mechanism that consumes it. This file is consumed by
# BOTH:
#   - scripts/ci/domain_registry_gate.sh  (row-presence + per-mechanism count-pins)
#   - rust/shekyl-crypto-pq/tests/domain_registry.rs  (intra-mechanism distinctness)
# so the census cannot silently drift from the code for *registered* rows: a
# value change, rename, or move breaks row-presence (+ const binding); a new
# always-domain call site (cSHAKE / FROST) breaks the count-pin; an accidental
# equality breaks distinctness. New unregistered domains in general-purpose
# mechanisms (HKDF / Blake2b / keccak / SHA3-256) are a review duty, not a
# gate guarantee — see the gate header and CBOM §3. Prefix-grep is NOT used —
# domain spellings share no common prefix (shekyl/, shekyl-, "Shekyl ",
# "Monero ", bulletproof), which is exactly the SA §3.1 defect class; the
# mechanism entry point is the only complete anchor.
#
# THROUGH-LINE INVARIANT (SA, ratified): a live domain string's BYTES are
# consensus / derivation state, not a naming convention. Style inconsistency
# across these rows is intended and permanent. "Aligning" a live string's
# spelling is the KAT-remint error at consensus stakes — see
# docs/design/SIGNATURE_ALIGNMENT.md §5. This registry pins the bytes precisely
# so a future "cleanup" cannot touch them without failing the gate.
#
# COLUMNS (tab-separated):
#   mech    1..6 mechanism id (see below); "x" = excluded-with-reason
#   literal exact bytes WITHOUT the b"" wrapper (the gate greps for b"<literal>")
#   file    repo-root-relative path where the literal is DEFINED (the b"..." site)
#   const   defining constant name, or a short site descriptor in parens
#   status  shekyl-live | frozen-inherited | excluded | test-only
#   key     distinctness identity within the mechanism; empty => defaults to <literal>
#   notes   free text
#
# Per-mechanism row counts are NOT annotated here — they are derivable state,
# pinned once (and checked against the parsed rows) in
# rust/shekyl-crypto-pq/tests/domain_registry.rs. A second hand-counted copy
# would drift and then lie.
#
# MECHANISMS:
#   1  cSHAKE256 customization        (shekyl_crypto_hash::cshake256_*, CShake256Core::new)
#   2  HKDF salt + info               (Hkdf::new(Some(salt)..), .expand(info,..)); distinctness key = salt|info
#   3  FROST transcript label         (RecommendedTranscript::new, .domain_separate, Curve::CONTEXT/ID)
#   4  Blake2b DST                    (first Blake2b512::update as a domain; sal_dst-padded tags)
#   5  keccak / schnorr challenge DST (schnorr sign/verify domain, keccak256(...) hash-to-point/scalar prefix)
#   6  SHA3-256 direct-prefix         (micro-bucket: a domain prefix fed straight to Sha3_256, outside 1..5)
#
# SUB-LABELS ARE OUT OF SCOPE (documented, not rowed): FROST transcript field
# labels appended via append_message (b"O_tilde", b"r_o", ...), the schnorr
# nonce/challenge sub-labels (b"nonce", b"R", ...), and HKDF composed-salt
# sub-components (b"mainnet"/b"testnet"/b"stagenet"/b"fakechain", b"bip39"/b"raw32").
# These never stand alone as a top-level context; they are structural fields
# inside one of the mechanisms above.
#
# EXCLUDED (named, NOT silently dropped) — real byte-strings that are NOT
# cryptographic domain separation for our purposes: RandomX Argon salt
# (RANDOMX_ARGON_SALT, RandomX upstream), Tor SAFECOOKIE HMAC keys, the .onion
# checksum prefix, file/wire magics (b"SWSP", b"SHEKYLWT/WS", b"SSP1"
# superscalar-program wire magic, portable_storage header). Rowed at the
# bottom with mech=x so the exclusion is auditable. (The C++ epee macros
# PORTABLE_STORAGE_SIGNATUREA/B in contrib/epee are the same 8-byte signature
# as the first 8 bytes of `shekyl-portable-storage::HEADER`; the registry is
# a Rust-workspace census, so only the Rust defining site is rowed.)
#
# mech	literal	file	const	status	key	notes
#
# ── Mechanism 1 — cSHAKE256 customization ─────────────────────────────
1	shekyl/genesis-txkey-v1	rust/shekyl-genesis-tool/src/txkey.rs	GENESIS_TXKEY_CUSTOMIZATION	shekyl-live
1	shekyl/multisig-address-v1	rust/shekyl-address/src/multisig_address.rs	MULTISIG_ADDRESS_FINGERPRINT_CUSTOMIZATION	shekyl-live
1	shekyl/ek-bind-v1	rust/shekyl-address/src/address.rs	EK_BIND_DST	shekyl-live
1	shekyl/archival-serve-challenge-leaf-v1	rust/shekyl-archival-retention/src/challenge.rs	CHALLENGE_LEAF_CUSTOMIZATION	shekyl-live
1	shekyl/archival-serve-challenge-fire-v1	rust/shekyl-archival-retention/src/challenge.rs	CHALLENGE_FIRE_CUSTOMIZATION	shekyl-live
1	shekyl/archival-serve-credit-response-v1	rust/shekyl-archival-retention/src/challenge.rs	SERVE_CREDIT_RESPONSE_CUSTOMIZATION	shekyl-live
1	shekyl/archival-challenge-assignment-v1	rust/shekyl-archival-retention/src/challenge_assignment.rs	CHALLENGE_ASSIGNMENT_CUSTOMIZATION	shekyl-live		per-draw challenge-assignment stream (PR #435)
1	shekyl/archival-p-id-v1	rust/shekyl-archival-retention/src/id.rs	P_CANONICAL_ID_CUSTOMIZATION	shekyl-live
1	shekyl/archival-attestation-nonce-v1	rust/shekyl-archival-retention/src/attestation_wire.rs	ATTESTATION_NONCE_CUSTOMIZATION	shekyl-live
1	shekyl/archival-attestation-root-v1	rust/shekyl-archival-retention/src/attestation_wire.rs	ATTESTATION_ROOT_CUSTOMIZATION	shekyl-live
1	shekyl/archival-emission-auth-backing-v2	rust/shekyl-archival-retention/src/emission_wire.rs	EMISSION_AUTH_BACKING_CUSTOMIZATION	shekyl-live
1	shekyl/archival-emission-auth-claim-v2	rust/shekyl-archival-retention/src/emission_wire.rs	EMISSION_AUTH_CLAIM_CUSTOMIZATION	shekyl-live
1	shekyl/p-socks-user-v1	rust/shekyl-p-transport/src/lib.rs	SOCKS_USER_CUSTOMIZATION	shekyl-live
1	shekyl/output-handle-v1	rust/shekyl-crypto-pq/src/handle.rs	OUTPUT_HANDLE_CUSTOMIZATION	shekyl-live
1	shekyl/receive-label-hash-v1	rust/shekyl-crypto-pq/src/label.rs	RECEIVE_LABEL_DISPLAY_HASH_CUSTOMIZATION	shekyl-live
1	shekyl/msg-sign-v1	rust/shekyl-crypto-pq/src/message_signing.rs	MSG_SIGN_DOMAIN	shekyl-live
1	shekyl/msg-hash-v1	rust/shekyl-crypto-pq/src/message_signing.rs	MSG_HASH_DOMAIN	shekyl-live
1	shekyl/msg-sig-ck-v1	rust/shekyl-crypto-pq/src/message_signing.rs	MSG_SIG_CHECKSUM_DOMAIN	shekyl-live
1	shekyl/pqc-auth-tx-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_PQC_AUTH_TX	shekyl-live
1	shekyl/pqc-auth-tx-multisig-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_PQC_AUTH_TX_MULTISIG	shekyl-live
1	shekyl/archival-emission-claim-scheme-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_EMISSION_CLAIM	shekyl-live
1	shekyl/archival-emission-backing-scheme-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_EMISSION_BACKING	shekyl-live
1	shekyl/archival-attestation-scheme-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_ATTESTATION	shekyl-live
1	shekyl/archival-serve-credit-scheme-v1	rust/shekyl-crypto-pq/src/signature.rs	SCHEME_DOMAIN_SERVE_CREDIT	shekyl-live
1	shekyl/snapshot-id-v1	rust/shekyl-engine-core/src/engine/refresh.rs	SNAPSHOT_ID_CUSTOMIZATION	shekyl-live		wallet-internal reservation-staleness digest; cSHAKE customization (SA-3c retargeted it off cn_fast_hash — unpersisted, no wire, fresh mint)
#
# ── Mechanism 2 — HKDF salt + info ───────────
# distinctness key = salt|info. The three shared infos (spend/view/kem) are
# legitimately distinct derivations: const site (account.rs, composed salt_for)
# vs inline SeedDerivation (kem.rs, salt=shekyl-master-derive-v1). Keyed so.
2	shekyl-kem-v1	rust/shekyl-crypto-pq/src/kem.rs	KEM_DOMAIN_SALT	shekyl-live	salt:shekyl-kem-v1	salt
2	shekyl-seed-normalize-v1	rust/shekyl-crypto-pq/src/account.rs	SEED_NORMALIZE_SALT	shekyl-live	salt:shekyl-seed-normalize-v1	salt
2	shekyl-master-derive-v1	rust/shekyl-crypto-pq/src/kem.rs	HKDF_SALT_MASTER_DERIVE	shekyl-live	salt:shekyl-master-derive-v1	salt
2	shekyl-master-derive-v1-	rust/shekyl-crypto-pq/src/account.rs	(salt_for prefix)	shekyl-live	salt:shekyl-master-derive-v1-	salt; strict prefix of HKDF_SALT_MASTER_DERIVE, disambiguated by trailing hyphen + composed network/seed-kind suffix
2	shekyl-output-derive-v1	rust/shekyl-crypto-pq/src/derivation.rs	HKDF_SALT_OUTPUT_DERIVE	shekyl-live	salt:shekyl-output-derive-v1	salt
2	shekyl-view-tag-prefilter-v1	rust/shekyl-crypto-pq/src/derivation.rs	HKDF_SALT_VIEW_TAG_PREFILTER	shekyl-live	salt:shekyl-view-tag-prefilter-v1	salt
